第一次,,,,,,,,,第二次,,,,,,,
1.84,2.81,2.23,1.68,0.35,1.95,4.96,3.96,,1.58,2.25,2.27,1.41,0.29,1.76,4.96,3.83
1.84,2.81,2.21,1.7,0.35,1.97,4.98,3.96,,1.58,2.29,2.27,1.41,0.29,1.76,4.96,3.83
1.84,2.81,2.23,1.7,0.35,1.95,4.96,3.96,,1.58,2.27,2.25,1.41,0.29,1.78,4.96,3.85
1.8,2.81,2.19,1.7,0.35,1.99,4.98,3.96,,1.58,2.27,2.27,1.41,0.29,1.76,4.98,3.83
1.82,2.81,2.19,1.72,0.35,1.97,4.96,3.96,,1.58,2.25,2.25,1.41,0.29,1.76,4.94,3.83
1.8,2.79,2.19,1.72,0.35,1.95,4.98,3.95,,1.56,2.23,2.27,1.41,0.29,1.78,4.98,3.85
1.78,2.77,2.19,1.72,0.33,1.95,4.98,3.93,,1.56,2.25,2.27,1.39,0.29,1.76,4.94,3.83
1.78,2.77,2.19,1.7,0.35,1.95,4.98,3.93,,1.56,2.21,2.27,1.41,0.29,1.76,4.96,3.83
1.76,2.75,2.19,1.7,0.35,1.93,4.98,3.95,,1.58,2.25,2.27,1.41,0.29,1.76,4.98,3.83
1.72,2.77,2.19,1.7,0.33,1.91,4.96,3.93,,1.58,2.25,2.25,1.39,0.29,1.76,4.96,3.81
1.74,2.75,2.19,1.68,0.35,1.93,4.98,3.96,,1.58,2.21,2.27,1.39,0.29,1.78,4.96,3.85
1.72,2.71,2.19,1.66,0.35,1.93,4.98,3.91,,1.58,2.21,2.27,1.39,0.29,1.74,4.98,3.85
1.7,2.75,2.19,1.68,0.35,1.91,4.98,3.93,,1.56,2.21,2.27,1.41,0.29,1.76,4.96,3.85
1.72,2.73,2.19,1.66,0.35,1.91,4.98,3.91,,1.6,2.23,2.27,1.41,0.29,1.76,4.98,3.85
1.7,2.73,2.19,1.66,0.35,1.91,4.98,3.93,,1.56,2.19,2.27,1.41,0.29,1.74,4.98,3.83
1.7,2.71,2.19,1.66,0.35,1.91,4.96,3.89,,1.58,2.19,2.25,1.39,0.29,1.74,4.98,3.83
1.72,2.71,2.19,1.64,0.35,1.91,4.98,3.93,,1.56,2.21,2.27,1.39,0.29,1.74,4.98,3.83
1.72,2.7,2.19,1.64,0.35,1.89,4.96,3.91,,1.58,2.19,2.27,1.39,0.29,1.76,4.96,3.85
1.68,2.7,2.19,1.64,0.35,1.89,4.98,3.95,,1.56,2.21,2.27,1.39,0.29,1.76,4.96,3.87
1.7,2.71,2.19,1.62,0.35,1.89,4.96,3.95,,1.58,2.19,2.27,1.39,0.29,1.76,4.98,3.87
1.66,2.7,2.19,1.62,0.35,1.88,4.98,4,,1.58,2.19,2.27,1.39,0.29,1.76,4.98,3.85
1.68,2.7,2.19,1.62,0.33,1.89,4.98,4.14,,1.58,2.21,2.29,1.39,0.29,1.76,4.96,3.85
1.68,2.68,2.21,1.62,0.35,1.89,4.98,4.32,,1.58,2.17,2.27,1.41,0.31,1.76,4.98,3.81
1.7,2.77,2.21,1.64,0.37,1.95,4.96,4.43,,1.58,2.19,2.27,1.39,0.29,1.74,4.96,3.85
1.72,2.95,2.23,1.66,0.39,1.97,4.98,4.39,,1.58,2.19,2.27,1.39,0.29,1.74,4.98,3.85
1.78,3.14,2.21,1.68,0.39,1.99,4.98,4.39,,1.56,2.19,2.27,1.39,0.29,1.76,4.98,3.83
1.86,3.38,2.23,1.72,0.43,2.07,4.98,4.34,,1.58,2.17,2.29,1.39,0.29,1.74,4.98,3.85
1.89,3.48,2.23,1.76,0.43,2.09,4.98,4.34,,1.6,2.19,2.27,1.39,0.29,1.76,4.98,3.87
1.91,3.54,2.23,1.82,0.43,2.13,4.98,4.32,,1.58,2.19,2.29,1.39,0.29,1.74,4.98,3.85
1.89,3.5,2.23,1.84,0.45,2.15,4.98,4.22,,1.6,2.17,2.27,1.39,0.29,1.76,4.98,3.83
1.88,3.54,2.23,1.84,0.45,2.17,4.98,4.22,,1.6,2.17,2.27,1.41,0.29,1.8,4.98,3.85
1.88,3.55,2.23,1.86,0.45,2.19,4.98,4.22,,1.64,2.17,2.27,1.41,0.29,1.8,4.96,3.85
1.89,3.61,2.23,1.86,0.43,2.19,4.98,4.22,,1.64,2.21,2.29,1.45,0.29,1.84,4.98,3.87
1.89,3.57,2.21,1.86,0.43,2.19,4.98,4.2,,1.68,2.21,2.29,1.45,0.29,1.86,4.96,3.87
1.91,3.63,2.23,1.86,0.43,2.25,4.98,4.26,,1.68,2.25,2.29,1.48,0.29,1.86,4.98,3.91
1.95,3.71,2.21,1.89,0.43,2.3,4.98,4.24,,1.68,2.27,2.29,1.46,0.31,1.88,4.98,3.87
1.97,3.85,2.23,1.91,0.45,2.32,4.98,4.28,,1.7,2.29,2.29,1.48,0.31,1.89,4.98,3.89
2.03,3.98,2.23,1.93,0.45,2.36,4.98,4.26,,1.7,2.29,2.27,1.5,0.29,1.88,4.98,3.91
2.05,4.06,2.23,1.97,0.45,2.42,4.98,4.24,,1.7,2.34,2.29,1.52,0.31,1.89,4.98,3.95
2.07,4.08,2.23,1.99,0.45,2.48,4.98,4.3,,1.7,2.4,2.27,1.54,0.29,1.89,4.96,3.96
2.09,4.16,2.23,2.01,0.47,2.5,4.98,4.28,,1.72,2.44,2.29,1.54,0.31,1.91,4.96,3.91
2.11,4.2,2.23,2.01,0.47,2.52,4.98,4.26,,1.7,2.46,2.27,1.54,0.31,1.91,4.98,3.93
